customerUniqueId,customerContractOneId,customerOneId,isParentOf,manufacturerOneId,manufacturerUniqueId,partNameCustomer,partNameManufacturer,partNumberCustomer,partNumberManufacturer,productionCountryCode,productionDateGmt,qualityAlert,qualityType,manufacturerContractOneId,uniqueId
Partner_00002_BILSTEIN_113,,Partner_00004_ZF,['Partner_ERROR_CP_510'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_113,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_113
Partner_00002_BILSTEIN_115,,Partner_00004_ZF,['Partner_ERROR_CP_519'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_115,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_115
Partner_00002_BILSTEIN_117,,Partner_00004_ZF,['Partner_ERROR_CP_528'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_117,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_117
Partner_00002_BILSTEIN_119,,Partner_00004_ZF,['Partner_ERROR_CP_537'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_119,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_119
Partner_00002_BILSTEIN_121,,Partner_00004_ZF,['Partner_ERROR_CP_546'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_121,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_121
Partner_00002_BILSTEIN_123,,Partner_00004_ZF,['Partner_ERROR_CP_555'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_123,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_123
Partner_00002_BILSTEIN_125,,Partner_00004_ZF,['Partner_ERROR_CP_564'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_125,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_125
Partner_00002_BILSTEIN_127,,Partner_00004_ZF,['Partner_ERROR_CP_573'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_127,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_127
Partner_00002_BILSTEIN_129,,Partner_00004_ZF,['Partner_ERROR_CP_582'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_129,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_129
Partner_00002_BILSTEIN_131,,Partner_00004_ZF,['Partner_ERROR_CP_591'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_131,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_131
Partner_00002_BILSTEIN_133,,Partner_00004_ZF,['Partner_ERROR_CP_600'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_133,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_133
Partner_00002_BILSTEIN_135,,Partner_00004_ZF,['Partner_ERROR_CP_609'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_135,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_135
Partner_00002_BILSTEIN_137,,Partner_00004_ZF,['Partner_ERROR_CP_618'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_137,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_137
Partner_00002_BILSTEIN_139,,Partner_00004_ZF,['Partner_ERROR_CP_627'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_139,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_139
Partner_00002_BILSTEIN_141,,Partner_00004_ZF,['Partner_ERROR_CP_636'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_141,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_141
Partner_00002_BILSTEIN_143,,Partner_00004_ZF,['Partner_ERROR_CP_645'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_143,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_143
Partner_00002_BILSTEIN_145,,Partner_00004_ZF,['Partner_ERROR_CP_654'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_145,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_145
Partner_00002_BILSTEIN_147,,Partner_00004_ZF,['Partner_ERROR_CP_663'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_147,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_147
Partner_00002_BILSTEIN_149,,Partner_00004_ZF,['Partner_ERROR_CP_672'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_149,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_149
Partner_00002_BILSTEIN_151,,Partner_00004_ZF,['Partner_ERROR_CP_681'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_151,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_151
Partner_00002_BILSTEIN_153,,Partner_00004_ZF,['Partner_ERROR_CP_690'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_153,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_153
Partner_00002_BILSTEIN_155,,Partner_00004_ZF,['Partner_ERROR_CP_699'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_155,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_155
Partner_00002_BILSTEIN_157,,Partner_00004_ZF,['Partner_ERROR_CP_708'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_157,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_157
Partner_00002_BILSTEIN_159,,Partner_00004_ZF,['Partner_ERROR_CP_717'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_159,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_159
Partner_00002_BILSTEIN_161,,Partner_00004_ZF,['Partner_ERROR_CP_726'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_161,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_161
Partner_00002_BILSTEIN_163,,Partner_00004_ZF,['Partner_ERROR_CP_735'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_163,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_163
Partner_00002_BILSTEIN_165,,Partner_00004_ZF,['Partner_ERROR_CP_744'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_165,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_165
Partner_00002_BILSTEIN_167,,Partner_00004_ZF,['Partner_ERROR_CP_753'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_167,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_167
Partner_00002_BILSTEIN_169,,Partner_00004_ZF,['Partner_ERROR_CP_762'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_169,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_169
Partner_00002_BILSTEIN_171,,Partner_00004_ZF,['Partner_ERROR_CP_771'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_171,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_171
Partner_00002_BILSTEIN_173,,Partner_00004_ZF,['Partner_ERROR_CP_780'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_173,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_173
Partner_00002_BILSTEIN_175,,Partner_00004_ZF,['Partner_ERROR_CP_789'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_175,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_175
Partner_00002_BILSTEIN_177,,Partner_00004_ZF,['Partner_ERROR_CP_798'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_177,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_177
Partner_00002_BILSTEIN_179,,Partner_00004_ZF,['Partner_ERROR_CP_807'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_179,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_179
Partner_00002_BILSTEIN_181,,Partner_00004_ZF,['Partner_ERROR_CP_816'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_181,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_181
Partner_00002_BILSTEIN_183,,Partner_00004_ZF,['Partner_ERROR_CP_825'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_183,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_183
Partner_00002_BILSTEIN_185,,Partner_00004_ZF,['Partner_ERROR_CP_834'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_185,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_185
Partner_00002_BILSTEIN_187,,Partner_00004_ZF,['Partner_ERROR_CP_843'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_187,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_187
Partner_00002_BILSTEIN_189,,Partner_00004_ZF,['Partner_ERROR_CP_852'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_189,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_189
Partner_00002_BILSTEIN_2,,Partner_00004_ZF,['Partner_ERROR_CP_7'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_2,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_2
Partner_00002_BILSTEIN_4,,Partner_00004_ZF,['Partner_ERROR_CP_16'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_4,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_4
Partner_00002_BILSTEIN_6,,Partner_00004_ZF,['Partner_ERROR_CP_25'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_6,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_6
Partner_00002_BILSTEIN_8,,Partner_00004_ZF,['Partner_ERROR_CP_34'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_8,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_8
Partner_00002_BILSTEIN_10,,Partner_00004_ZF,['Partner_ERROR_CP_43'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_10,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_10
Partner_00002_BILSTEIN_12,,Partner_00004_ZF,['Partner_ERROR_CP_52'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_12,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_12
Partner_00002_BILSTEIN_14,,Partner_00004_ZF,['Partner_ERROR_CP_61'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_14,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_14
Partner_00002_BILSTEIN_16,,Partner_00004_ZF,['Partner_ERROR_CP_70'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_16,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_16
Partner_00002_BILSTEIN_18,,Partner_00004_ZF,['Partner_ERROR_CP_79'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_18,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_18
Partner_00002_BILSTEIN_20,,Partner_00004_ZF,['Partner_ERROR_CP_88'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_20,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_20
Partner_00002_BILSTEIN_22,,Partner_00004_ZF,['Partner_ERROR_CP_97'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_22,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_22
Partner_00002_BILSTEIN_24,,Partner_00004_ZF,['Partner_ERROR_CP_106'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_24,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_24
Partner_00002_BILSTEIN_26,,Partner_00004_ZF,['Partner_ERROR_CP_115'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_26,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_26
Partner_00002_BILSTEIN_28,,Partner_00004_ZF,['Partner_ERROR_CP_124'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_28,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_28
Partner_00002_BILSTEIN_30,,Partner_00004_ZF,['Partner_ERROR_CP_133'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_30,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_30
Partner_00002_BILSTEIN_32,,Partner_00004_ZF,['Partner_ERROR_CP_142'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_32,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_32
Partner_00002_BILSTEIN_34,,Partner_00004_ZF,['Partner_ERROR_CP_151'],Partner_00002_BILSTEIN,Partner_00002_BILSTEIN_34,Valve,Valve,18592,18592,DE,2021-06-01,False,,,Partner_00002_BILSTEIN_34
